name,institution,publish_date,doi,cite,abstract,introduction,Title,Url,Time,Year,Type,Unnamed: 0
Xie Haitian,"Guanghua School of Management, Peking University, China","Received 13 December 2021, Revised 16 May 2023, Accepted 5 June 2023, Available online 10 June 2023.",https://doi.org/10.1016/j.spl.2023.109886,Cited by (0),"This paper examines the local linear regression (LLR) estimate of the conditional distribution function ====. We derive three uniform convergence results: the uniform bias expansion, the uniform convergence rate, and the uniform asymptotic linear representation. The uniformity in the above results is with respect to both ==== and ==== and therefore has not previously been addressed in the literature on local polynomial regression. Such uniform convergence results are especially useful when the conditional distribution estimator is the first stage of a semiparametric estimator. We demonstrate the usefulness of these uniform results with two examples: the stochastic equicontinuity condition in ====, and the estimation of the integrated conditional distribution function.",None,Uniform convergence results for the local linear regression estimation of the conditional distribution,https://www.sciencedirect.com/science/article/pii/S0167715223001104,Available online 10 June 2023,2023,Research Article,0.0
"Nakamura Takashi,Suzuki Masatoshi","Department of Liberal Arts, Faculty of Science and Technology, Tokyo University of Science, 2641 Yamazaki, Noda-shi, Chiba-ken, 278-8510, Japan,Department of Mathematics, School of Science, Tokyo Institute of Technology, 2-12-1 Ookayama, Meguro-ku, Tokyo 152-8551, Japan","Received 5 December 2022, Accepted 8 June 2023, Available online 10 June 2023.",https://doi.org/10.1016/j.spl.2023.109889,Cited by (0),"For the Riemann zeta-function, we introduce a function such that it is a characteristic function of an infinitely divisible distribution on the real line if and only if the Riemann Hypothesis is true.",None,On infinitely divisible distributions related to the Riemann hypothesis,https://www.sciencedirect.com/science/article/pii/S016771522300113X,Available online 10 June 2023,2023,Research Article,1.0
Light Bar,"Microsoft Research, NY, USA","Received 8 March 2022, Revised 25 April 2023, Accepted 2 June 2023, Available online 8 June 2023, Version of Record 15 June 2023.",https://doi.org/10.1016/j.spl.2023.109882,Cited by (0),"In this paper, we generalize and improve Hoeffding’s inequality using information on the random variables’ first ==== moments for any fixed integer ====. Importantly, our generalized Hoeffding’s inequality is tighter than Hoeffding’s inequality and is given in a simple closed-form expression for any fixed integer ====. Hence, the generalized Hoeffding’s inequality is easy to use in applications. To prove our results, we derive novel upper bounds on the moment-generating function of a random variable that depend on the random variable’s first ==== moments and show that these bounds satisfy appropriate convexity properties. We demonstrate the usefulness of the generalized Hoeffding’s inequality in obtaining refined confidence intervals when there is some information on the random variables’ high moments.",None,Improving Hoeffding’s inequality using higher moments information,https://www.sciencedirect.com/science/article/pii/S0167715223001062,Available online 8 June 2023,2023,Research Article,2.0
Huang Chien-Hao,"Department of Mathematical Sciences National Chengchi University, Taipei, Taiwan","Received 26 December 2021, Revised 17 April 2023, Accepted 4 June 2023, Available online 7 June 2023.",https://doi.org/10.1016/j.spl.2023.109885,Cited by (0),"In this paper, we compare two variances of maxima of ==== standard Gaussian random variables. One is a sequence of ==== i.i.d. standard Gaussians, and the other one is ==== standard Gaussians with covariances ==== and ====, for other ====. It turns out that we need to discuss the covariance of two functions with respect to multivariate Gaussian distributions. Gaussian correlation inequalities hold for many symmetric (with respect to the origin) cases. However, in our case, the max function and its derivatives are not symmetric about the origin. We have two main results in this paper. First, we prove a specific case for a convex/log-concave correlation inequality for the standard multivariate Gaussian distribution. The other result is that the variance of maxima of standard Gaussians with ====, while ====, for other ====, is larger than the variance of maxima of independent standard Gaussians. This implies that the variance of maxima of ==== i.i.d. standard Gaussians is decreasing in ====.",None,Nonsymmetric examples for Gaussian correlation inequalities,https://www.sciencedirect.com/science/article/pii/S0167715223001098,Available online 7 June 2023,2023,Research Article,3.0
"Kongjiw Hattacha,Rattanawong Petcharat,Neammanee Kritsana","Department of Mathematics and Computer Science, Faculty of Science, Chulalongkorn University, Bangkok 10330, Thailand,Major of Information Technology and Business Innovation, Faculty of Science and Social Sciences, Burapha University, Sakaeo Campus, Sakaeo 27160, Thailand,Centre of Excellence in Mathematics, Ministy of Higher Education, Science, Research and Innovation, Bangkok 10330, Thailand","Received 12 September 2022, Revised 3 February 2023, Accepted 20 May 2023, Available online 7 June 2023, Version of Record 16 June 2023.",https://doi.org/10.1016/j.spl.2023.109867,Cited by (0)," represent the number of claims and ==== represent the amount of loss in each claim where ==== are independent and identically distributed. For the collective risk model, the total claim is given by ====. In this paper, we provide local limit theorems for ====, where ",None,Local limit theorems for collective risk models,https://www.sciencedirect.com/science/article/pii/S0167715223000913,Available online 7 June 2023,2023,Research Article,4.0
"Yu Huazhen,Zhang Lixin","School of Mathematical Sciences, Zhejiang University, Hangzhou, Zhejiang 310027, China","Received 3 February 2023, Revised 12 May 2023, Accepted 25 May 2023, Available online 7 June 2023.",https://doi.org/10.1016/j.spl.2023.109880,Cited by (0),"In this paper, to deal with heavily censored survival data, a penalized full likelihood (PFL) with extreme value is proposed to estimate the regression coefficients and baseline hazard function in Cox model simultaneously, where multiple penalties are used for variable selection. We present a single-loop algorithm to fit the tail of the baseline distribution beyond a threshold with an extreme value model. The proposed maximum PFL estimators are proved to possess good asymptotic properties, which are validated by simulations and real data analysis.",None,On the maximum penalized full likelihood approach for Cox model with extreme value for heavily censored survival data,https://www.sciencedirect.com/science/article/pii/S0167715223001049,Available online 7 June 2023,2023,Research Article,5.0
"Finkelstein Maxim,Cha Ji Hwan","Department of Mathematical Statistics, University of the Free State, Bloemfontein, South Africa,Department of Management Science, University of Strathclyde, Glasgow, UK,Department of Statistics, Ewha Womans University, Seoul, 120-750, Republic of Korea","Received 28 September 2022, Revised 16 December 2022, Accepted 24 May 2023, Available online 7 June 2023.",https://doi.org/10.1016/j.spl.2023.109879,Cited by (0),"Populations of manufactured degrading items that are incepted into operation with a given rate are considered. To improve the age composition of these dynamic populations, the truncation of items’ lifetimes is proposed and the corresponding optimization problem is studied. The impact of shocks on the population age structures is also described. The effect of these ‘interventions’ for dynamic and static populations has not been studied in the literature.",None,Improving the age composition of dynamic populations of manufactured items,https://www.sciencedirect.com/science/article/pii/S0167715223001037,Available online 7 June 2023,2023,Research Article,6.0
"Lu Dawei,Lv Huangding","School of Mathematical Sciences, Dalian University of Technology, Dalian 116023, China","Received 12 December 2022, Revised 22 April 2023, Accepted 2 June 2023, Available online 5 June 2023, Version of Record 13 June 2023.",https://doi.org/10.1016/j.spl.2023.109881,Cited by (0),"In this paper we consider a special class of population-size-dependent branching processes, which can also be seen as an extension of Galton–Watson processes with state-dependent immigration (GWPSDI). The model is formulated as follows. Let ==== be the size of individuals belonging to the ====th generation of a population. If ====, the population evolves as a critical Galton–Watson process with finite variance; if ====, the population evolves as another Galton–Watson process; if ====, ==== is drawn from a fixed immigration distribution. Based on the technical routes in Foster (1971) and Pakes (1971), some asymptotic results identical with those of GWPSDI are obtained by detailed computations.",None,A Galton–Watson process with a threshold at 1 and an immigration at 0,https://www.sciencedirect.com/science/article/pii/S0167715223001050,5 June 2023,2023,Research Article,7.0
"Li Fu-Bo,Xu Kun,Hu Ze-Chun","College of Mathematics, Sichuan University, Chengdu 610065, China,Deyang Foreign Languages School, Deyang 618099, China","Received 1 November 2022, Revised 4 April 2023, Accepted 21 May 2023, Available online 1 June 2023, Version of Record 6 June 2023.",https://doi.org/10.1016/j.spl.2023.109871,Cited by (0),"Let ==== and ====. Vašek Chvátal conjectured that for any fixed ====, as ==== ranges over ==== is the smallest when ==== is closest to ",None,"A study on the Poisson, geometric and Pascal distributions motivated by Chvátal’s conjecture",https://www.sciencedirect.com/science/article/pii/S0167715223000950,1 June 2023,2023,Research Article,8.0
"Peligrad M.,Peligrad C.","Department of Mathematical Sciences, University of Cincinnati, POBox 210025, Cincinnati, OH 45221-0025, USA","Received 23 December 2022, Revised 4 April 2023, Accepted 21 May 2023, Available online 1 June 2023, Version of Record 6 June 2023.",https://doi.org/10.1016/j.spl.2023.109869,Cited by (0),This paper deals with ==== for partial sums of ==== valued random variables. The results are then applied to solve similar problems for weighted partial sums of conditional expectations. They are further used to treat partial sums of powers of a reversible ==== operator. The method of proof is based on martingale approximation. The conditions are expressed in terms of moments of individual summands.,None,Convergence of series of conditional expectations,https://www.sciencedirect.com/science/article/pii/S0167715223000937,1 June 2023,2023,Research Article,9.0
Walker Stephen G.,"Department of Mathematics, University of Texas at Austin, USA","Received 8 January 2023, Revised 9 April 2023, Accepted 23 May 2023, Available online 1 June 2023, Version of Record 6 June 2023.",https://doi.org/10.1016/j.spl.2023.109878,Cited by (0),Weak convergence of a distribution does not imply the density converges with respect to the ==== metric. We prove that strong convergence can be established by showing that a smoothed and non-smoothed sequence of the densities converge to each other.,None,Comparing weak and strong convergence of density functions,https://www.sciencedirect.com/science/article/pii/S0167715223001025,1 June 2023,2023,Research Article,10.0
"Wang Tao,Guan Zhong","School of Mathematical Sciences, Harbin Normal University, Harbin, 150025, China,Department of Mathematical Sciences, Indiana University South Bend, South Bend, IN 46634, USA","Received 10 June 2022, Revised 27 February 2023, Accepted 20 May 2023, Available online 29 May 2023, Version of Record 6 June 2023.",https://doi.org/10.1016/j.spl.2023.109868,Cited by (0),Methods based on moments and modes for choosing Bernstein ==== degree are proposed. Simulation showed that the mean integrated square errors of the maximum approximate Bernstein likelihood estimates of density using degrees selected by the proposed methods and the change-point method are smaller than that of the kernel density but either closer to or smaller than that of the ==== ====.,None,Choice of degree of Bernstein polynomial model,https://www.sciencedirect.com/science/article/pii/S0167715223000925,29 May 2023,2023,Research Article,11.0
"Sandrić Nikola,Šebek Stjepan","Department of Mathematics, University of Zagreb, Zagreb, Croatia,Department of Applied Mathematics, Faculty of Electrical Engineering and Computing, University of Zagreb, Zagreb, Croatia","Received 28 November 2021, Revised 8 February 2023, Accepted 21 May 2023, Available online 29 May 2023, Version of Record 6 June 2023.",https://doi.org/10.1016/j.spl.2023.109870,Cited by (0),-Wasserstein space.,None,Hoeffding’s inequality for non-irreducible Markov models,https://www.sciencedirect.com/science/article/pii/S0167715223000949,29 May 2023,2023,Research Article,12.0
Ogasawara Haruhiko,"Otaru University of Commerce, 3-5-21 Midori, Otaru 047-8501, Japan","Received 30 October 2022, Revised 2 February 2023, Accepted 19 May 2023, Available online 27 May 2023, Version of Record 9 June 2023.",https://doi.org/10.1016/j.spl.2023.109866,Cited by (0),Some extended ,None,The Wishart distribution with two different degrees of freedom,https://www.sciencedirect.com/science/article/pii/S0167715223000901,27 May 2023,2023,Research Article,13.0
"Horváth Lajos,Trapani Lorenzo","Department of Mathematics, University of Utah, Salt Lake City, UT, 84112–0090, USA,School of Economics, University of Nottingham, University Park, Nottingham NG7 2RD, UK","Received 4 October 2022, Accepted 1 March 2023, Available online 6 May 2023.",https://doi.org/10.1016/j.spl.2023.109829,Cited by (0),"We study a family of ====-functionals of the weighted CUSUM test statistic to detect the presence of changepoints in the deterministic part of the autoregressive parameter in a Random Coefficient AutoRegressive sequence of order 1 (RCA(1)). Our statistics are robust against the presence of heteroskedasticity of unknown form, and can be applied irrespective of whether the sequence is stationary or not, with no prior knowledge of stationarity or lack thereof required.",None,-functionals for change point detection in random coefficient autoregressive models,https://www.sciencedirect.com/science/article/pii/S0167715223000536,Available online 6 May 2023,2023,Research Article,14.0
"Liu Zhiguang,Zhu Quanxin","MOE-LCSM, CHP-LCOCS, School of Mathematical Sciences and Statistics, Hunan Normal Univesity, Changsha, 410081, China","Received 14 November 2022, Revised 4 April 2023, Accepted 18 April 2023, Available online 6 May 2023, Version of Record 12 May 2023.",https://doi.org/10.1016/j.spl.2023.109857,Cited by (0),"’s formula, some necessary criteria are met to guarantee the system’s ====th moment global exponential ultimate boundedness (====-MGEUB). The results show that the unbounded stochastic delay differential equation can be transformed into a bounded system by impulses. Moreover, our results generalize and improve some results in the literature. Finally, we provide an illustration to clarify our findings.",None,Ultimate boundedness of impulsive stochastic delay differential equations with delayed impulses,https://www.sciencedirect.com/science/article/pii/S0167715223000810,6 May 2023,2023,Research Article,15.0
"Han Yuecai,Yin Zhe","School of Mathematics, Jilin University, Changchun, 130012, China","Received 11 September 2022, Revised 8 February 2023, Accepted 20 April 2023, Available online 3 May 2023, Version of Record 19 May 2023.",https://doi.org/10.1016/j.spl.2023.109859,Cited by (0),For random samples of size ==== obtained from ==== going to infinity and ==== and ==== go to infinity with ,None,A note on asymptotics of classical likelihood ratio tests for high-dimensional normal distributions,https://www.sciencedirect.com/science/article/pii/S0167715223000834,3 May 2023,2023,Research Article,16.0
"Shu Huisheng,Jiang Ziwei,Zhang Xuekang","College of Science, Donghua University, Shanghai, 201620, China,School of Mathematics-Physics and Finance, Key Laboratory of Advanced Perception and Intelligent Control of High-end Equipment, Ministry of Education, and Energy Internet Engineering Research Center of Anhui Provincial Department of Education, Anhui Polytechnic University, Wuhu 241000, China","Received 5 October 2022, Revised 13 February 2023, Accepted 11 April 2023, Available online 26 April 2023, Version of Record 6 May 2023.",https://doi.org/10.1016/j.spl.2023.109851,Cited by (0),"In this paper, we propose the trajectory fitting estimator of the unknown ",None,Parameter estimation for integrated Ornstein–Uhlenbeck processes with small Lévy noises,https://www.sciencedirect.com/science/article/pii/S0167715223000755,26 April 2023,2023,Research Article,17.0
"Chen Zhongyuan,Xie Jun","Department of Statistics, Purdue University, 150 N. University Street, West Lafayette, IN 47907, United States of America","Received 29 September 2022, Revised 17 March 2023, Accepted 13 April 2023, Available online 26 April 2023, Version of Record 8 May 2023.",https://doi.org/10.1016/j.spl.2023.109854,Cited by (0),Estimating heterogeneous treatment effects is a well studied topic in the ,None,Estimating heterogeneous treatment effects versus building individualized treatment rules: Connection and disconnection,https://www.sciencedirect.com/science/article/pii/S0167715223000780,26 April 2023,2023,Research Article,18.0
"Bernard Carole,Chen Jinghui,Rüschendorf Ludger,Vanduffel Steven","Department of Accounting, Law and Finance at Grenoble Ecole de Management (GEM), France,Department of Business at Vrije Universiteit Brussel (VUB), Belgium,Department of Stochastics at University of Freiburg, Germany","Received 31 October 2022, Revised 7 March 2023, Accepted 13 April 2023, Available online 24 April 2023, Version of Record 5 May 2023.",https://doi.org/10.1016/j.spl.2023.109853,Cited by (0),"We study the impact of dependence uncertainty on ====, ====. Under some conditions on the ====, explicit sharp bounds are obtained. A numerical method is provided to approximate them for arbitrary ====. We introduce a notion of “standardized rank coskewness”, which is invariant under strictly increasing transformations and takes values in ====.",None,Coskewness under dependence uncertainty,https://www.sciencedirect.com/science/article/pii/S0167715223000779,24 April 2023,2023,Research Article,19.0
"Deng Guantie,Fan Xiequan,Gao Zhi-Qiang","Laboratory of Mathematics and Complex Systems (Ministry of Education), School of Mathematical Sciences, Beijing Normal University, Beijing 100875, PR China,School of Mathematics and Statistics, Northeastern University at Qinhuangdao, Qinhuangdao Heibei 066004, PR China","Received 30 November 2022, Revised 16 March 2023, Accepted 16 April 2023, Available online 22 April 2023, Version of Record 30 April 2023.",https://doi.org/10.1016/j.spl.2023.109856,Cited by (0),". Let ==== be the number of the ====th generation particles located in a given set ====. Under the moment condition of ==== as ==== tends to infinity are obtained. This result gives an alternative version of the work by Révész, Rosen and Shi (2005), hence generalizing theirs by weakening the second moment condition therein.",None,Asymptotic expansions in the local limit theorem for a branching Wiener process,https://www.sciencedirect.com/science/article/pii/S0167715223000809,22 April 2023,2023,Research Article,20.0
"Qian Zhongmin,Xu Xingcheng","Mathematical Institute, University of Oxford, United Kingdom,Shanghai Artificial Intelligence Laboratory, Shanghai, China,School of Mathematical Sciences, Peking University, Beijing, China","Received 7 March 2023, Accepted 14 April 2023, Available online 22 April 2023, Version of Record 30 April 2023.",https://doi.org/10.1016/j.spl.2023.109855,Cited by (0),A solution to the optimal problem for determining vector fields which maximize (resp. minimize) the ,None,Probability bounds for reflecting diffusion processes,https://www.sciencedirect.com/science/article/pii/S0167715223000792,22 April 2023,2023,Research Article,21.0
"Marchione Manfred Marvin,Orsingher Enzo","Dipartimento di Scienze Statistiche, “Sapienza” Università di Roma, Italy","Received 8 January 2023, Accepted 12 April 2023, Available online 20 April 2023, Version of Record 4 May 2023.",https://doi.org/10.1016/j.spl.2023.109852,Cited by (0),.,None,Pseudoprocesses related to higher-order equations of vibrations of rods,https://www.sciencedirect.com/science/article/pii/S0167715223000767,20 April 2023,2023,Research Article,22.0
Berkaoui Abdelkarem,"Department of Mathematics and Statistics, Science College, Imam Mohammed Ibn Saud Islamic University (IMSIU), P.O. Box 90950, Riyadh 11623, Saudi Arabia","Received 19 February 2020, Revised 7 January 2022, Accepted 11 April 2023, Available online 18 April 2023, Version of Record 28 April 2023.",https://doi.org/10.1016/j.spl.2023.109850,Cited by (0),"We consider a set ==== of probability measures, which are absolutely continuous with respect to the physical probability measure ==== and at least one is equivalent to ====, under which any ====-supermartingale can be decomposed into the sum of a ====-martingale and a decreasing process. We also provide an orthogonal decomposition of ====-super-martingales and apply this result to the orthogonal decomposition of the polar cone of ====.",None,On the optional and orthogonal decompositions of supermartingales and applications,https://www.sciencedirect.com/science/article/pii/S0167715223000743,18 April 2023,2023,Research Article,23.0
"Tan Jiangrui,Li Junping","School of Mathematical Sciences, Laboratory of Mathematics and Complex Systems, Beijing Normal University, Beijing, 100875, China,Guangdong University of Science & Technology, Dongguan, 523083, China","Received 12 November 2021, Revised 1 April 2022, Accepted 11 April 2023, Available online 14 April 2023, Version of Record 27 April 2023.",https://doi.org/10.1016/j.spl.2023.109849,Cited by (0),"This paper is concerned with an extended Galton–Watson process in which individuals are allowed to live and reproduce for more than one unit time. We assume that each individual can live ====, and produce ==== offspring with probability ==== at the end of each season. It can be viewed as Galton–Watson processes with countably infinitely many types in which particles of type ==== may only have offspring of type ==== and type 1. Let ==== be its mean progeny matrix and ====. We first derive formula of calculating ==== and show that ==== to be ====-transient, ====-positive and ====-null recurrent from which the ergodic property of the process is discussed. The criteria for ====-recurrence of ",None,Recurrence property for Galton–Watson processes in which individuals have variable lifetimes,https://www.sciencedirect.com/science/article/pii/S0167715223000731,14 April 2023,2023,Research Article,24.0
"Jacobovic Royi,Zuk Or","Department of Statistics and Data Science, the Hebrew University of Jerusalem, Israel","Received 4 August 2022, Revised 14 February 2023, Accepted 2 April 2023, Available online 14 April 2023, Version of Record 27 April 2023.",https://doi.org/10.1016/j.spl.2023.109847,Cited by (0),"Consider ==== iid real-valued random vectors of size ==== having iid coordinates with a general distribution function ====. A vector is a maximum if and only if there is no other vector in the sample that weakly dominates it in all coordinates. Let ==== grows at a slower (faster) rate than a certain factor of ====, then ==== (resp. ====) as ====. Furthermore, the factor is fully characterized as a functional of ====. We also study the effect of ==== on ====, showing that while ==== may be highly affected by the choice of ====, the phase transition is the same for all distribution functions up to a constant factor.",None,A phase transition for the probability of being a maximum among random vectors with general iid coordinates,https://www.sciencedirect.com/science/article/pii/S0167715223000718,14 April 2023,2023,Research Article,25.0
Xu Jie,"College of Mathematics and Information Science, and Henan Engineering Laboratory for Big Data Statistical Analysis and Optimal Control, Henan Normal University, Xinxiang, Henan 453007, PR China","Received 20 November 2019, Revised 29 October 2021, Accepted 3 April 2023, Available online 11 April 2023, Version of Record 17 April 2023.",https://doi.org/10.1016/j.spl.2023.109848,Cited by (0),"In this paper, we prove a deviation inequality for increments of a ====-Brownian motion under ====-expectation. As an application, we obtain a functional modulus of continuity for a ====-Brownian motion.",None,A deviation inequality for increment of a ,https://www.sciencedirect.com/science/article/pii/S016771522300072X,11 April 2023,2023,Research Article,26.0
"Bilodeau Blair,Tang Yanbo,Stringer Alex","Department of Statistical Sciences, University of Toronto, 27 King’s College Circle, Toronto, M5S 1A4, Ontario, Canada,Department of Mathematics, Imperial College London, London SW7 2AZ, United Kingdom,Department of Statistics and Actuarial Science, University of Waterloo, 200 University Ave, Waterloo, N2L 3G1, Ontario, Canada","Received 8 September 2022, Revised 28 February 2023, Accepted 11 March 2023, Available online 22 March 2023, Version of Record 29 March 2023.",https://doi.org/10.1016/j.spl.2023.109839,Cited by (0),Laplace’s method is used to approximate intractable integrals in a statistical problems. The relative error rate of the approximation is not worse than ====. We provide the first statistical lower bounds showing that the ==== rate is tight.,None,On the tightness of the Laplace approximation for statistical inference,https://www.sciencedirect.com/science/article/pii/S0167715223000639,22 March 2023,2023,Research Article,27.0
"Zhang Jeffrey,Li Wei,Miao Wang,Tchetgen Tchetgen Eric","Department of Statistics and Data Science, The Wharton School, The University of Pennsylvania, PA, USA,Center for Applied Statistics and School of Statistics, Renmin University of China, PR China,Department of Probability and Statistics, Peking University, PR China","Received 2 September 2022, Revised 28 December 2022, Accepted 3 March 2023, Available online 21 March 2023, Version of Record 4 April 2023.",https://doi.org/10.1016/j.spl.2023.109836,Cited by (1),"We consider identification and inference about a counterfactual outcome mean when there is unmeasured confounding using tools from proximal causal inference (Miao et al., 2018, Tchetgen Tchetgen et al., 2020). Proximal causal inference requires existence of solutions to at least one of two integral equations. We motivate the existence of solutions to the integral equations from proximal causal inference by demonstrating that, assuming the existence of a solution to one of the integral equations, ",None,Proximal causal inference without uniqueness assumptions,https://www.sciencedirect.com/science/article/pii/S0167715223000603,21 March 2023,2023,Research Article,28.0
"Dörnemann Nina,Dette Holger","Ruhr University Bochum, Universitätsstraße 150, Bochum, 44801, NRW, Germany","Received 19 December 2022, Revised 17 February 2023, Accepted 6 March 2023, Available online 13 March 2023, Version of Record 24 March 2023.",https://doi.org/10.1016/j.spl.2023.109838,Cited by (0),"For a ==== data matrix ====, the corresponding sample precision matrix ====. We determine the joint distribution of a vector of diagonal entries of the matrix ==== in the situation, where ====, ==== for ==== and ",None,Fluctuations of the diagonal entries of a large sample precision matrix,https://www.sciencedirect.com/science/article/pii/S0167715223000627,13 March 2023,2023,Research Article,29.0
"Zhang Pengcheng,Wu Xueyuan","School of Insurance, Shandong University of Finance and Economics, Jinan 250014, China,Centre for Actuarial Studies, Department of Economics, The University of Melbourne, VIC 3010, Australia","Received 24 September 2022, Revised 14 January 2023, Accepted 5 March 2023, Available online 13 March 2023, Version of Record 23 March 2023.",https://doi.org/10.1016/j.spl.2023.109837,Cited by (0),"This paper considers the misrepresentation problem in a multivariate ====. As for inference, we develop an expectation–maximization (EM) algorithm. A simulation study is carried out to validate our algorithm. Finally, our model is applied to a real data set.",None,Multivariate Poisson model adjusting for unidirectional covariate misrepresentation,https://www.sciencedirect.com/science/article/pii/S0167715223000615,13 March 2023,2023,Research Article,30.0
"Chang Mengmeng,Miao Yu","College of Mathematics and Information Science, Henan Normal University, Henan Province, 453007, China,College of Mathematics and Information Science, Anyang Institute of Technology, Henan Province, 455000, China,Henan Engineering Laboratory for Big Data Statistical Analysis and Optimal Control, Henan Normal University, Henan Province, 453007, China","Received 9 November 2022, Revised 28 February 2023, Accepted 1 March 2023, Available online 11 March 2023, Version of Record 21 March 2023.",https://doi.org/10.1016/j.spl.2023.109830,Cited by (0),"-valued dependent random vectors are established, which include and generalize some known results. As an application, the concept of CWOD random vectors is introduced and the corresponding weak laws of large numbers for weighted sums and random sums cases are obtained. Furthermore, to complete the work of Anh and Hien (2021), the weak law of large numbers for random sums of PCND random vectors is also presented.",None,Generalized weak laws of large numbers in Hilbert spaces,https://www.sciencedirect.com/science/article/pii/S0167715223000548,11 March 2023,2023,Research Article,31.0
Ghosh Abhik,"Interdisciplinary Statistical Research unit, Indian Statistical Institute, Kolkata, India","Received 25 November 2019, Accepted 24 February 2023, Available online 5 March 2023, Version of Record 11 March 2023.",https://doi.org/10.1016/j.spl.2023.109812,Cited by (0),"We consider the problem of guessing the realization of a random variable but under more general Tsallis’ non-extensive entropic framework rather than the classical Maxwell–Boltzman–Gibbs–Shannon framework. We consider both the conditional guessing problem in the presence of some related side information, and the unconditional one where no such side-information is available. For both types of the problem, the non-extensive moment bounds of the required number of guesses are derived; here we use the ",None,Optimal guessing under nonextensive framework and associated moment bounds,https://www.sciencedirect.com/science/article/pii/S0167715223000366,5 March 2023,2023,Research Article,32.0
Feng Fengxiang,"College of Science, Guilin University of Technology, Guilin, 541004, China,Guangxi Colleges and Universities Key Laboratory of Applied Statistics, Guilin, 541004, China","Received 26 July 2022, Revised 22 February 2023, Accepted 24 February 2023, Available online 4 March 2023, Version of Record 9 March 2023.",https://doi.org/10.1016/j.spl.2023.109818,Cited by (0),Let ==== be a sequence of independent and identically distributed random variables in a sub-linear expectation space ,None,Baum–Katz-type complete and complete moment convergence theorems for the maximum of partial sums under sub-linear expectations,https://www.sciencedirect.com/science/article/pii/S0167715223000421,4 March 2023,2023,Research Article,33.0
"Selvamuthu Dharmaraja,Pandey Shamiksha,Tardelli Paola","Department of Mathematics, Indian Institute of Technology Delhi, India,Department of Industrial and Information Engineering and Economics, University of L’Aquila, Italy","Received 24 June 2022, Revised 16 January 2023, Accepted 24 February 2023, Available online 2 March 2023, Version of Record 11 March 2023.",https://doi.org/10.1016/j.spl.2023.109817,Cited by (0),"An inverse Hawkes process is a process having constant intensity and stochastic jump size, depending on the past number of jumps, while a Hawkes process has the intensity which is stochastic. An extended inverse Hawkes process is a process obtained by combining a Hawkes process and an inverse Hawkes process.====.",None,Limit Theorems for an extended inverse Hawkes process with general exciting functions,https://www.sciencedirect.com/science/article/pii/S016771522300041X,2 March 2023,2023,Research Article,34.0
Merkle Ana,"University of Belgrade, Faculty of Mathematics, Serbia","Received 28 July 2022, Revised 11 February 2023, Accepted 24 February 2023, Available online 2 March 2023, Version of Record 20 March 2023.",https://doi.org/10.1016/j.spl.2023.109816,Cited by (0),"Finally, we apply the concept of causal predictability to the weak solutions of the ==== (SDEs).",None,Causal predictability and weak solutions of the stochastic differential equations with driving semimartingales,https://www.sciencedirect.com/science/article/pii/S0167715223000408,2 March 2023,2023,Research Article,35.0
"Rajchert Andrew,Keich Uri","School of Mathematics and Statistics, The University of Sydney, NSW 2006, Australia","Received 30 January 2022, Revised 16 October 2022, Accepted 24 February 2023, Available online 1 March 2023, Version of Record 15 March 2023.",https://doi.org/10.1016/j.spl.2023.109819,Cited by (0),Barber and Candès (2015) control of the ==== in feature selection relies on estimating the FDR by the number of knockoff wins +1 divided by the number of original wins. We study the necessity of the +1 in general settings.,None,Controlling the false discovery rate via competition: Is the +1 needed?,https://www.sciencedirect.com/science/article/pii/S0167715223000433,1 March 2023,2023,Research Article,36.0
Ma Chunsheng,"Department of Mathematics, Statistics, and Physics, Wichita State University, Wichita, KS 67260-0033, USA","Received 9 November 2022, Revised 29 January 2023, Accepted 17 February 2023, Available online 28 February 2023, Version of Record 10 March 2023.",https://doi.org/10.1016/j.spl.2023.109806,Cited by (0)," of certain positive or negative power functions. They can be represented as the time changed multivariate Brownian motions using the time changes that are two exponential power subordinators, respectively. Two multivariate exponential power random fields are also proposed as elliptically contoured random fields, whose finite-dimensional characteristic functions are made up of the exponential power functions and enjoy the infinitely divisible property.",None,Multivariate exponential power Lévy processes and random fields,https://www.sciencedirect.com/science/article/pii/S0167715223000305,28 February 2023,2023,Research Article,37.0
"Demirci Yunus Emre,Işlak Ümi̇t,Yıldız Mehmet Akif","Queen’s University, Department of Mathematics and Statistics, Kingston, ON, Canada,Boğaziçi University, Department of Mathematics, Istanbul, Turkey,University of Amsterdam, Korteweg–de Vries Institute for Mathematics, Amsterdam, the Netherlands","Received 8 May 2022, Revised 21 February 2023, Accepted 24 February 2023, Available online 28 February 2023, Version of Record 1 March 2023.",https://doi.org/10.1016/j.spl.2023.109821,Cited by (0),We introduce a cover time problem for random walks on dynamic graphs in which the graph expands in time and the walker moves at ====. Number of nodes covered at a certain time and number of returns to original states are analyzed in the resulting model.,None,On a cover time problem on a dynamic graph with steps at random times,https://www.sciencedirect.com/science/article/pii/S0167715223000457,28 February 2023,2023,Research Article,38.0
